text,label
michigan and massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there,0
im the only one whos fought against developers draining the everglades,0
we have more illegal immigrants here than we did five years ago,0
the us patent and trademark office received zero complaints about the washington redskins name,0
the presidents health care proposals will cause most americans to have their premiums increased not decreased and hundreds of millions of people lose their current insurance coverage,0
says thomas eric duncan came into the united states with an elevated temperature,0
there are more oil rigs in operation in the united states than the rest of the world combined,0
the obama administration shut down the amber alert program because of the government shutdown,0
says that in a hearing rep gabrielle giffords suggested to gen david petraeus that the army put more emphasis on less environmentally damaging methods like stabbing or clubbing enemy forces in order to minimize the carbon output,0
under the cash for clunkers program all weve got to do is  go to a local junkyard all youve got to do is tow it to your house and youre going to get ,0
not one republican has the guts to recognize that climate change is real,0
david dewhurst has a record of promoting an income tax,0
in the last five years  people have been killed along the usmexico border,0
says obama health reform law denies millions access to affordable insurance,0
close to  of our federal prison population consists of illegal immigrants,0
says rick scott called education not a core function of the state,0
the family research council according to some government agencies is a terrorist group,0
obamacare is the biggest tax increase in american history,0
josh mandel is lying about his own record the rating of ohios investment fund has not improved,0
says marco rubio is the one for an open border,0
providences port is  miles closer to europe than any other eastern port,0
we now have driven health care costs down to the lowest theyve been in  years,0
twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional,0
a precinct in the allen westpatrick murphy recount has  registered voters in guatemalan community and the tally showed  voted,0
ron klein repeatedly voted in favor of amnesty for illegal immigrants,0
local law enforcement    will have access to the obamacare data hubs treasure trove of personal info,0
barack obamas columbia university id says he was a foreign student and went by barry soetoro,0
terry mcauliffe wants to raise your taxes  to pay for his infinite promises,0
the top  percent pay over half of the entire revenue for this country,0
says he never said he would keep education funding the same,0
palin supported rightwing extremist pat buchanan for president in ,0
while fighting a move to toughen penalties for workplace gender discrimination state sen glenn grothman said he didnt believe women belonged in the workplace but belonged at home cooking and cleaning and having babies,0
if you put the  billion in revenue raised over  years by the buffett rule into infrastructure you could create  infrastructure jobs,0
what is the proper collective noun for a group of baboons believe it or not    a congress,0
texas this fiscal year will have more money in reserve than the other  states combined,0
on using the strategic petroleum reserve,0
the number of uninsured people in massachusetts is about the same as it was when the mandates were passed in ,0
upwards of  percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound,0
we spend less on defense today as  of gdp than at any time since pearl harbor,0
jason kander supports obamas plan to bring the remaining suspected terrorists to us soil,0
the people of rhode island dont want samesex marriage,0
 percent of republicans support the affordable care act,0
says alex sink failed florida homeowners by using predatory lending practices,0
says that starbucks took christmas off of their brand new cups,0
hillary clinton supports unlimited abortion on demand up until the moment of birth including partialbirth abortion with taxpayer funding,0
most young americans right now theyre not covered by health insurance,0
says twothirds of groups targeted for irs scrutiny were not conservative,0
in the class of  at patrice lumumba university in moscow mahmoud abbas was one of the members of that class and so was ali khamenei and thats where they first established relationships with the young vladimir putin,0
cell phone numbers go public this month,0
clackamas county commissioners approved a renegotiated agreement to lower the countys contribution to trimets portlandmilwaukie light rail project to  million from  million,0
the obama administration is unwinding our nations welfaretowork requirements,0
shes voted for  tax increases hurting the middle class and small businesses,0
sheila jackson lee of texas said hey all you wrinkly whiteaged hasbeens its time for you to die and let the next generation have your spot on the planet,0
if black america were a country itd be the th wealthiest nation in the world,0
says congressman bill pascrell voted to remove the public option from the affordable health care act,0
greg abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue,0
a datastoring microchip would be implanted in the majority of people who opt to become covered by the public health care option,0
jorge elorza wants to impose a municipal income tax,0
roughly  of ri has a criminal record,0
massachusetts public schools teach kids as young as kindergartners about gay marriage,0
im probably one of the four or five bestknown americans in the world,0
saysrand paulhas put out budgets to cut the military in half,0
the fundraising numbers are in and our grassroots support is unmatched,0
gov scott walker hired convicted assembly speaker scott jensen to oversee a raid on the state employee retirement system to help balance the state budget,0
its gotten to a point where the average federal worker makes twice as much as the average private sector worker,0
these  political appointees on the ipab will make all the major health care decisions for over  million americans,0
isis camp a few miles from texas mexican authorities confirm,0
new federal projections estimate that the health care overhaul will cost  trillion over  years  well above the  billion democrats originally claimed,0
say new jersey reps donald payne and frank pallone are socialists who are openly serving in the us congress,0
the unemployment rate may be as high as  percent,0
social security is indeed a ponzi scheme,0
when the country was founded congress had exactly the same attitude about the sanctity of christmas celebrations that a eleven does today yeah were open,0
the omnibus bill has only  billion in earmarks,0
says kay bailey hutchison voted for sanctuary cities,0
john wasnt this raging populist four years ago when he ran for president,0
says no one from the bush family attended the  republican national convention and there was no president bush at the  convention,0
crime is rising,0
says a portland school gives muslim students their own school provided prayer room prayer rugs and lets them out of class five times a day to pray to allah,0
texas republicans believe in abolishing social security abolishing va health care,0
in the case of general motors the bush administration wrote a check without asking for any conditions of change,0
when president then candidate obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign they refused to do it,0
oregon is the only state out of the  states in the usa that continues to pay  of the medical benefits for its employees and their families,0
you wonder why you dont see rand paul as much hes still shopping for his billionaire hes like the only one who hasnt found a billionaire to fund his super pac,0
an independent payment advisory board created by in the health care reform law is like a medicare irs with the power to cut medicare in order to pay for new government programs,0
the mitchell park domes lose about  millionplus every year and the number of people going to the domes has been going down,0
under a bill before the legislature youd have to go to court to fire an employee,0
under the hate crimes bill any pastor preacher priest rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime,0
there were more people on welfare than working in ,0
any legislative action that is taken now could very well be rendered completely null and void by the decision of the supreme court expected this june,0
after how hard you work and how much you pay in taxes new york city ends up getting the money im chris jacobs i think its time we have someone in albany thats making sure our region gets our fair share,0
says a tweet he sent out wasnt saying check out a sex tape it was just take a look at the background of alicia machado,0
aphotograph of yearold hillary clinton featured a confederate battle flag in the background,0
this administration and this congress have been systematically cutting funding to border security since the democrats took control,0
a new college tuition reciprocity agreement with minnesota makes college education more affordable for wisconsin residents,0
mitt romney is the first major party candidate for president of the united states in modern times not to release at least  years of tax returns,0
says paul ryans budget plan ends medicare,0
 percent of americans today believe that barack obama is still a muslim,0
carol sheaporter wants to increase taxes on small business and job creators,0
on whether the united states should intervene in libya,0
what we said was you can keep your plan if it hasnt changed since the law passed,0
says florida didnt offer special incentives to deutsche bank which announced it will add  jobs in florida,0
says she was the first in her family to go to a fouryear college,0
scott maddox has run losing campaigns for  of floridas  available cabinet positions,0
we are now for the first time ever energy independent,0
medicare monthly premiums will go up to  in  and  in  due to provisions incorporated in the obamacare legislation purposely delayed so as not to confuse the  reelection campaigns,0
sayspeter kilmartin voted in favor of expanding the good behavior statute to sex offenders,0
limiting labor negotiations to only wages is how it is for the most part in the private sector,0
families in del valle who are city of austin residents have to drive to bastrop to go to the closest grocery store,0
a united nations arms treaty would almost certainly force the us to create an international gun registry setting the stage for fullscale gun confiscation,0
when we took office let me remind you there was virtually no international pressure on iran,0
says abortion doctors are flying into this state performing abortions and flying out,0
a threecentsperounce soda tax in philadelphia would result in the loss of  familysustaining teamster union jobs and countless other jobs in the beverage industry,0
on repeal of wisconsins smoking ban,0
since wisconsin gov scott walker took office we are losing jobs at rates not seen in decades,0
says unions take away hardearned money of teachers firefighters and police officers to play politics,0
president bush never did one interview with the new york times during his entire presidency,0
mr trump is selffinancing his campaign so we dont have any donors,0
wisconsin has only one county dane thats hand counting the votes in the  presidential recount,0
the providence teacher contract is one of the longest in the country,0
look at the debt that has been accumulated in the last two years its more debt under this president than all those other presidents combined,0
what we have now is the most generous in my opinion good time bill in the entire united states,0
barack obama wrote a thesis at columbia university in which he criticized plutocratic thugs and said the constitution gave americans the shackles of hypocrisy,0
youll find blacks in almost every regiment throughout the south who fought right alongside white southerners during the civil war,0
the most likely triggering cause of microcephaly is the dtap shot a vaccine that had been recently mandated by the brazilian government to be injected into pregnant women,0
hillarys baby bond proposal would give  to each of the million babies born in the us each year totaling billion per year multiplied by four years  billion,0
if rhode island does a hybrid retirement plan well be the first state in the nation to do this,0
democrats in the legislature in  voted for various pork projects including a  million scoreboard for the milwaukee bucks,0
turkey is an arab country,0
accuses president barack obama of making contradictory claims about efforts to kill osama bin laden in  and ,0
 percent of the jobs lost during barack obamas first term belonged to women,0
we have  inmates pushed into triplebunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor,0
the aclu didnt call for an investigation of the newark police department they called for an immediate federal monitor,0
if the house of representatives fails to extend the middleclass tax cuts  middleclass rhode island families will see their federal income taxes increase,0
if you actually took the number of muslims sic americans wed be one of the largest muslim countries in the world,0
says nikita khrushchev brought an extra shoe to a united nations session in  which he banged on the desk in protest,0
jim renacci voted repeatedly to end medicare,0
says barack obama is apparently not for vetting people and saying just anybody can come to the united states,0
says in  we were in debt more than twice as much as we are now,0
says ohios ix center used to be a great plant but thousands of people of worked here and they left when their jobs were moved overseas,0
under a new law doctors performing druginduced abortions could be charged if women dont return to them for followup care,0
says texas voters are being asked to act this november on a proposed constitutional amendment affecting property taxes,0
the nytimes sent a letter to their subscribers apologizing for their bad coverage of me,0
says  straight years of no major hurricanes striking land in the united states bores a hole right through the whole climate change argument,0
on abortion,0
members of congress receive full pay retirement after serving one term,0
in  alone  infants were reported to have died following attempted abortions and notably that is only one year,0
says the no  cause of death in the us for women under  is being killed by their spouse or domestic partner,0
i am the first latina to run for governor of texas,0
says every legislative district in the state has at least one craft brewery and countless home brewers,0
in ohio we invested in our children raising school funding by  percent in the last budget,0
in  when nancy pelosi met with president assad of syria nobody got upset,0
for the past eight years gov carcieri and mrs carcieri would host the lighting of the state house christmas tree,0
says demond means turnaround district superintendent for milwaukee public schools said the district needs to be gutted,0
says mahatma gandhi once said first they ignore you then they laugh at you then they fight you then you win,0
nearly  wisconsinites have lost their job since governor walker and the republicans took over in january,0
says in the last  years the french have not stood by the united states on foreign policy,0
says attorney general loretta lynch was a member of bill clintons defense team during the  whitewater corruption probe,0
says thousands at a manhattan rally for donald trump were chanting we hate muslims we hate blacks we want our great country back,0
christian pastor in vermont sentenced to one year in prison after refusing to marry gay couple,0
it was allowed referring to her email practices,0
our veterans in many cases are being treated worse than illegal immigrants,0
recent solar energy policies in georgia have resulted in rate hikes and did not result in solar becoming any more economically viable,0
we spend twice as much per capita on health care as any other nation on earth,0
says the texas education agency follows up to make sure undocumented immigrants paying instate tuition at texas colleges are applying for permanent residency,0
hidden in the healthcaregov code is language that means users waive any reasonable right to privacy of your personal information,0
in cranston it costs  to  to send out community notifications on just one level  sex offender,0
the united states is not building the aircraft the longrange bombers the additional aircraft carriers the nuclear submarines,0
every year we spend roughly  billion on tax compliance that is roughly the budget of our entire military entirely wasted on tax compliance,0
did you know that in  over  percent of all babies born in oregon were hispanic,0
barack obama wants to unilaterally disarm our nation,0
on an earmark moratorium,0
milwaukees problems include  percent black male unemployment,0
says texas railroad commissioner michael williams has attended more than  tea party gatherings,0
harry reid has voted to give special tax breaks to illegal aliens,0
job growth in the united states is now at the fastest pace in this countrys history,0
says hes never asked for more than inflationary budget increases in his  budgets as milwaukee county sheriff,0
says president obama has waived the work requirement for welfare,0
says ocean spray is moving its bordentown processing facility to pennsylvania largely because of costs associated with the regional greenhouse gas initiative,0
all the really great programs in american history social security was done without republicans medicare was done without republican support until the last vote where they realized they had to get on board,0
diane black voted to fund obamacare,0
the current debate over authorizing military action against the islamic state would be the first time congress would place limits on the commanderinchiefs ability to be commanderinchief,0
says president barack obama has opened up no new trade relationships with other nations,0
says hillary clinton has even deleted this record of total support for the transpacific partnership trade agreement from her book,0
obama says iran is a tiny country doesnt pose a serious threat,0
barbara boxers worried about the weather instead of terrorism as the biggest threat to national security,0
in the  elections the american people overwhelmingly said we dont want obamacare and we dont want amnesty,0
obama basically threatened to bomb pakistan,0
the governor did not consult members of his own party before he released his transportation plan,0
ohio has lost more population than every other state in the country except for two,0
on support for the auto bailouts,0
says the difference between her and barack obama is about  years of experience,0
redistribution has never been a characteristic of america,0
tampa is the strip club capital of the world,0
said they reached a powersharing agreement with republican lt gov casey cagle,0
i unsealed my records at marquette university,0
the us gives foreign aid to cuba and venezuela even though those countries are our enemies,0
if the agreement goes into effect the millions of mexican citizens who will become eligible for social security benefits may have a far stronger claim to benefits and protection against cuts than us citizens,0
earlier this year john depetro was accused of sexually assaulting a female coworker,0
photo of tea party protests shows crowd sprawling from capitol to washington monument,0
every one of the  supervisors of elections in florida refused to carry out the effort to remove noncitizens from the voter rolls,0
if the stamp farm wind turbine is built the health risk of flicker impact created by shadows of blades of turbines poses real and significant health risks particularly seizures,0
gov crists veto also clears the way for taxpayer funding of abortion in florida,0
demcontrolled ohio house voted to change the process to create objective criteria to modify the constitution  to take politics out of the efforts to draw legislative boundaries,0
says us sen sherrod brown is responsible for over  trillion in debt,0
under tom barretts leadership violent crime in milwaukee has decreased by over   to its lowest levels in more than  years,0
barack obama appeared in the video for whoomp there it is,0
says that compared to direct sales by manufacturers consumers save avg of  per car sold through franchised dealer model,0
prior to obamacare here in wisconsin  percent of wisconsinites were covered by insurance after obamacare  percent of wisconsinites were covered by insurance it hasnt had an impact,0
building and running the atlanta streetcar is projected to create  jobs,0
wisconsin is one of the bluest states but under scott walker its unemployment rate is around ,0
residential property taxes in providence are up nearly  percent under mayor taveras,0
teachers are working their third consecutive year  some longer than that  without salary increases,0
i dont have lobbyists running my campaign,0
weve seen the increase of alcohol use for underage kids even though alcohol has been illegal  for kids under ,0
if we had been on obamacare and a bureaucrat was trying to tell me when i could get that cat scan that would have delayed my treatment,0
barack obama had  days in the us senate where he was able to vote quite often present ,0
says opponent bill flores helped run a company that laid off over  workers and paid off executives with millions,0
says michelle obama has  people on her staff nancy reagan had just ,0
the  decision last week was the th time the supreme court voted  that the president had exceeded his constitutional authority,0
says tammy baldwin supports a law in which government will take over your decisions on medicine on doctors and on hospitals,0
says if we do nothing and continue to let obamacare siphon off that  billion dollars off the top of it medicare goes away in less than  years  certain accounts of it  and it just falls apart at the seams,0
says sen john mccain spent the july  weekend in islamabad pakistan selling fs and advanced weapons to the folks who harbored osama bin laden,0
says donald trump doesnt make a thing in america,0
ever wonder why no one ever came forward from obamas past saying they knew him attended school with him was his friend etc not one person has ever come forward from his past,0
barack obamas plan calls for mandates and fines for small businesses,0
says area near proposed northern wisconsin iron ore mine is  hours away from where public hearing on mining was held,0
our credit rating went up since ive been in office,0
us police killed more people in just one month than the uks did in over a century,0
says  soccer players on the us mens national team are immigrants,0
the president by executive order could grant voting rights to illegal immigrants who are newly legalized under pending legislation,0
china owns about  percent of the us debt,0
maj nidal hasan the man accused of the fort hood shootings was an advisor to the obama administration,0
florida has the secondlowest campaign contribution limit in the entire country,0
david beckhams proposed soccer stadium at miamis port threatens the  jobs and  billion economic impact tied to the cargo and cruise industries,0
scott walker gave wisconsin job creation money to his cronies corporate friends who contributed to his campaigns and got  million in jobdevelopment incentives,0
due to actions by president barack obama the burger king national headquarters announced this month that they will be pulling their franchises from our military bases,0
scott walker has a plan to privatize state lands and wants to sell our deer to the highest bidder,0
we saw the president of the united states engage american troops in a fourth conflict in a foreign land this is historic,0
us reps paul ryan sean duffy and reid ribble are shutting down town hall meetings or making their constituents pay to attend them,0
rick perry thinks injecting  and yearold girls with a controversial drug the hpv vaccine without a parents consent is a good idea,0
a  gay pride vote had nothing to do with discrimination,0
on whether he would vote for the budget proposed by rep paul ryan rwis,0
hillary clinton and her campaign of  startedthe birther controversy,0
says us rep john barrow dga celebrates gun ownership even in the face of school shootings,0
schoolchildren across the nation will be forced to watch the president justify his plans for governmentrun health care banks and automobile companies increasing taxes on those who create jobs and racking up more debt than any other president,0
wisconsin employers have repeatedly said in surveys that our antibusiness litigation climate is one of the most important factors affecting their expansion decisions,0
the pasco county budget has doubled in the past three years,0
just look at what the fbi director said about her hillary clinton her misconduct is a disgrace and embarrassment to our country,0
when his grandfather arrived in the united states there were no government benefits for immigrants,0
says rejecting federal aid to expand medicaid in texas will send  billion in federal taxes paid by texans to other states to insure their working poor,0
a third of all the young people in america are not in america today because of abortion because one in three pregnancies end in abortion,0
on samesex marriage,0
former atlanta public schools superintendent beverly hall left the school district significantly better than she found it,0
ninetyfour percent of the bills that pass the senate have no debate no vote no amendments no reading of the bill no online disclosure,0
says scott walkers bad budget includes no weekend for workers,0
sayspresident obama and his allies in congress gave power to control medicare patients health care decisions to a commission of  unelected bureaucrats in washington,0
under hillary clinton state department officials were sending official thankyous to people who gave to the clinton foundation,0
says the united states is the only nation that affords citizenship to anyone born here whether you are here legally or illegally,0
mary burkes record  fewer jobs,0
says planned parenthood provides about  visits for prenatal care in each state,0
says that in  states government workers are better paid than the taxpayers who support them,0
the economy began its nose dive when democrats took control of congress in january ,0
if you sell your house after  you will pay a  percent sales tax on it,0
twenty percent of single adults ages  to  with no kids are not working or even in school trying to find a job,0
president obama plans to impose a tax of at least  percent on the medicare prescription drug benefit for lowincome beneficiaries,0
says steve kagen promised us jobs voting for the  billion stimulus cost another  jobs lost,0
a report just came out that if we continue with president obamas policies were looking at over  percent unemployment next year in the fourth quarter,0
on the way the federal government should spend floridas rejected highspeed rail money,0
according to barack obamas newest unconstitutionally enacted law health care professionals are now required to violate hipaa privacy laws and submit medical data to the government which is then used as justification for gun confiscation,0
for every one esd superintendent position we can pay for three speech pathologists or three special needs instructors or three classroom teachers,0
 percent of the air traffic control towers the obama administration is closing are located in republican congressional districts,0
says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required,0
says the federal government restricts how much salt we can put on our food,0
during the leadup to the american revolutionary war some guy in boston got his head blown off because he tried to secretly raise the tax on tea,0
on the accuracy of state jobs numbers,0
says ron johnson has essentially done nothing to fight heroin addiction and opioid abuse,0
says us house candidate carlos curbelo supported raising flood insurance rates,0
says some planned parenthood chapters have been selling the body parts of aborted fetuses for profit,0
i did not support the war in iraq the record shows that im right,0
president barack obama met with iranian president hassan rouhani,0
terry mcauliffe has threatened to shut down virginias government if his budget plan isnt supported,0
at least  isis fighters have been caught coming across the mexican border in texas and there are dozens more that did not get caught by the border patrol,0
says majority leader eric cantor called for abolishing social security and medicare,0
i never said that muslims would be subject to profiling under his policies,0
says planned parenthood ceo cecile richards was forced to concede that  percent of planned parenthoods revenue is from abortion,0
obama admits he is not a citizen,0
says president obamas deal allows iran to produce a nuclear weapon,0
the stimulus bill includes  for a sculpture garden in miami,0
when the united states first created the federal income tax frankly nobody below a million dollars a year paid anything,0
says gov john kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash,0
we have over  state agencies fortyfive of those agencies are related to health care,0
the premiums on medicares prescription drug program have fallen almost every year since it began,0
the central falls school system spent  on a time clock,0
says donald trumps make america great againhats were made in china,0
says government is a barrier to innovation and development,0
we have a  to  percent dropout rate in our innercity schools,0
the law says  when a police officer stops you do whatever he says and then deal with it later,0
the national rifle association was founded by religious leaders who wanted to protect freed slaves from the ku klux klan,0
says hillary clinton believes that all abortions should be legal even on the due date of that unborn child,0
and the jerseycomeback keeps rolling thanks to govchristie nj now has lowest corruption risk of any state,0
passage of a referendum on an aquarium for clearwater means no future funding for our neighborhoods,0
everything i have said on the campaign trail has been factually accurate,0
 cents on thedollar from the clinton foundation goes to charitable causes,0
says john boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy,0
the rightwing extremists are trying to take this seat so they can push their antichoice and antiequality agenda through our state house,0
sen sherrod browns vote helped pass barack obamas jobkilling health care law which slapped small businesses throughout ohio with a  billion tax increase,0
rob cornilles has been endorsed by  local mayors including independent democratic and republican,0
attorney general eric holder is involved in the dismissal of the criminal charges against the new black panther party for voter intimidation,0
gov chris christie owes the state money for amenities like extra gorgonzola cheese for his staff on these trips,0
im glad for the wording of it an ethics report on corporatesponsored congressional trips because clearly the wording exonerates me,0
on tax inversions the wall street journalsurprisingly attacked this tax scheme,0
wisconsin is one of the few states in the country that do not currently require a photographic identification to vote,0
you will learn more about donald trump by going down to the federal elections to see the financial disclosure form than by looking at tax returns,0
over half of the young people in medical dental and law schools are women,0
ken block supports obamacare,0
my opponent promises to bring back old jobs by wishing away the global economy,0
i cosponsored the rebuild america jobs act for transportation and infrastructure,0
says a new report proves the stimulus supported by nj democrats cost  per job,0
says its absurd to say theres enough data to establish a link between playing football and chronic traumatic encephalopathy,0
the wives of the  hijackers knew exactly what was happening and went back to saudi arabia two days before the attacks to watch their husbands on television flying the planes,0
says jill mccabe supports late term abortions larger baby parts are more profitable,0
says us rep nancy pelosi said employers cutting hours is a good thing it then gives that person time to pursue their dreams and passions,0
the things i said during the prank call by a blogger posing as gop contributor david koch are the things ive said publicly all along about the wisconsin budget debate,0
say photographs of hillary clinton at the debate show what could be an earpiece,0
on whether to seat roland burris as the new senator from illinois,0
 federal tax refunds to be delayed until october ,0
obama remains silent and is never asked how he feels about his church honoring farrakhan,0
says rep jon runyan voted to redefine rape,0
this year eric cantor has received more money from oil companies than any other member of congress,0
the iran deal says that if any other country tries to undermine irans nuclear program we have to help them defend themselves against israel egypt saudis our own allies,0
tonight in ohio more people came out to vote for barack obama in an unopposed race than voted for mitt romney and rick santorum combined,0
us reps eric cantor and luis gutierrez were touring the country last year joined at the hip working together in a bipartisan fashion indeed for the goal of immigration reform,0
the  billion website for obamacare never worked still doesnt work,0
in north carolina they used stimulus money to hire one new state worker his job apply for more stimulus funds from the taxpayers by the way of the federal government,0
dan gecker voted to double vehicle registration fees costing chesterfield county residents over  million annually,0
i dont know anything about david duke,0
 to  percent of my campaign funds go to donations to various organizations throughout the city of providence,0
birthers have obtained a copy of obamas kenyan birth certificate,0
the working tax cut created over  new jobs in just the last four years,0
i played in a game here against the pittsburgh steelers where there was  inches of snow we played in at least  inches of that,0
an amendment to the house health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money,0
were the worst state in the country at moving people from welfare to work,0
weve got more revenue than we ever have,0
says hillary clinton had an undercover nurse with her at the sept  memorial ceremony in new york,0
medicare passed with virtually no republican support,0
says wisconsin state senate president michael elllis rneenah broke senate rules during debate on a photo id bill for voters,0
sen hutchison abandoned republicans and stood with democrats to ensure health care legislation would pass quickly,0
if a president romney got a call from the president of the mormon church he has no choice but to obey it is obedience over family and country,0
blue cross new million providence headquarters was outfitted with  million in decor,0
i have had to fill out fec reports for the past six years now and theyre much more detailed than a tax return,0
says wisconsin attorney general jb van hollen knew about the ken kratz sexting case for nearly a year and did nothing about it,0
an environmental protection agency regulation that goes into effect jan   regulates dust,0
more businesses went out of business last year than were started for the first time in our history,0
says hillary clinton has not answered a single question about her immigration plan,0
says houston national cemetery is preventing christian prayers from being said at military funerals,0
was martha kanter dispatched to corvallis with  million in stimulus money to save craig robinsons job,0
i asked thensecretary of state condoleezza rice how many people had died and she did not know the answer to that question,0
two thirds of the people in wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining,0
i lost my health insurance and my doctor because of obamacare,0
governorelect scott walkers opposition to highspeed rail killed  wisconsin jobs,0
the only candidate pocketing big money from people who want to destroy coal is mitch mcconnell,0
in the us senate barack obama has not reached across party lines to get anything significant done,0
former president bill clinton and his clinton health access initiative chai distributed watereddown hivaidsdrugs to patients in subsaharan africa,0
a study of private bail bond systems showed that wisconsin has a higher noshow rate than other states of defendants skipping court appearances,0
we have solved the problem  scientists are now saying leave the nuclear waste where it is,0
says the internal revenue service estimated it must hire  agents at a cost of  billion to the taxpayer to enforce the federal health care overhaul,0
on drilling off the atlantic coast,0
says our economy in new jersey gets  billion from the businesses at the shore,0
says your legislative assembly was within one vote of enacting each of those bills into oregon law,0
milwaukee has the secondhighest number of children recovered from sex trafficking,0
what they will do is socialized medicine,0
i didnt endorse the federal stimulus bill,0
the stimulus has not created one private sector job,0
americans have never paid more for gas at the pump,0
virginia papers called scott rigells campaign mostly false,0
says that if texas california and new york all voted for democratic presidential nominees it would be mathematically impossible for republicans to elect a president,0
says wisconsin gov scott walker eliminated cancer screenings for uninsured women and offered no alternatives,0
says in regard to providing more tax cuts for the rich bill pascrell said republicans had great ideas i liked some of their ideas,0
says los angeles clippers owner donald sterling is a democrat,0
says a bureau of labor statistics report attributed a sharp increase in workrelated fatalities to increasing numbers of employees and drivers could not read or understand warning signs in english,0
the mormon religion has a plan that will see the constitution thrown out and replaced by a theocracy,0
ukraine voluntarily gave up its nuclear weapons because the united states of america said it would ensure its territorial integrity from russia,0
says nobody in higher education believes gov rick perrys proposal to serve up  college degrees is possible,0
says rick perry is spending more money than the state takes in covering his deficits with record borrowing,0
a cent charge on paper bags is a tax,0
says un arms treaty will mandate a new international gun registry,0
the  plan does not raise taxes on those that are making the least,0
says us rep debbie wasserman schultz voted to cut off floridas veterans and their benefits,0
says the federal government borrows almost  billion per week,0
clayton county offers the lowest operating millage rate in metro atlanta,0
remember that developers are forced to use the  land union contractors so tap an extra  million into any construction project,0
says new jersey devils managing partner jeff vanderbeek took us into arbitration,0
on counting state budget shortfalls,0
most tips left at dunkin donuts dont go to employees,0
on banning assault weapons,0
taxpayerfunded benefits to illegals in california are a skyrocketing cost under obamacare,0
should democrats get their way every income tax bracket will increase on jan   every single one,0
jeanne shaheen was principally involved in a plot with lois lerner and president barack obamas political appointee at the irs to lead a program of harassment against conservative nonprofit groups during the  election,0
on whether to run for the us senate as an independent,0
